OKH,EGXJ,RAF Cottesmore,"Oakham, England, United Kingdom",,
OKI,RJNO,Oki Airport[1],"Dogo, Oki Islands, Japan",,
OKJ,RJOB,Okayama Airport,"Okayama, Honshu, Japan",,
OKK,KOKK,Kokomo Municipal Airport,"Kokomo, Indiana, United States",,
OKL,WAJO,Gunung Bintang Airport,"Oksibil, Indonesia",,
OKM,KOKM,Okmulgee Regional Airport,"Okmulgee, Oklahoma, United States",,
OKN,FOGQ,Okondja Airport[1],"Okondja, Gabon",,
OKO,RJTY,Yokota Air Base[1],"Fussa, Honshu, Japan",,
OKP,AYOJ,Oksapmin Airport[1],"Oksapmin, Papua New Guinea",,
OKQ,WAKO,Okaba Airport[1],"Okaba, Indonesia",,
OKR,YYKI,Yorke Island Airport[1],"Yorke Island, Queensland, Australia",,
OKS,KOKS,Garden County Airport,"Oshkosh, Nebraska, United States",,
OKT,UWUK,Oktyabrsky Airport,"Oktyabrsky, Bashkortostan, Russia",,
OKU,FYMO,Mokuti Lodge Airport[1],"Mokuti Lodge, Namibia",,
OKV,,Okao Airport[1],"Okao, Papua New Guinea",,
OKY,YBOK,Oakey Army Aviation Centre[1],"Oakey, Queensland, Australia",,
OLA,ENOL,Ørland Airport[1],"Ørland, Norway",,
OLB,LIEO,Olbia Costa Smeralda Airport,"Olbia, Sardinia, Italy",,
OLC,SDCG,Senadora Eunice Michiles Airport[1],"São Paulo de Olivença, Amazonas, Brazil",,
OLD,KOLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),"Old Town, Maine, United States",,
OLE,KOLE,Cattaraugus County-Olean Airport,"Olean, New York, United States",,
OLF,KOLF,L. M. Clayton Airport,"Wolf Point, Montana, United States",,
OLH,,Old Harbor Airport (FAA: 6R7),"Old Harbor, Alaska, United States",,
OLI,BIRF,Rif Airport[1],"Ólafsvík, Iceland",,
OLJ,NVSZ,Olpoi Airport[1] (North West Santo Airport),"Olpoi, Vanuatu",,
OLK,SGOL,Fuerte Olimpo Airport,"Fuerte Olimpo, Paraguay",,
OLL,,Oyo Ollombo Airport,"Oyo, Republic of the Congo",,
OLM,KOLM,Olympia Regional Airport,"Olympia, Washington, United States",,
OLN,SAVM,Lago Musters Airport[1],"Sarmiento, Chubut, Argentina",,
OLO,LKOL,Olomouc Airport (Neředín Airport),"Olomouc, Czech Republic",,
OLP,YOLD,Olympic Dam Airport[1],"Olympic Dam, South Australia, Australia",,
OLQ,,Olsobip Airport[1],"Olsobip, Papua New Guinea",,
OLR,OASL,Forward Operating Base Salerno,"Khost, Afghanistan",,
OLS,KOLS,Nogales International Airport,"Nogales, Arizona, United States",,
OLU,KOLU,Columbus Municipal Airport,"Columbus, Nebraska, United States",,
OLV,KOLV,Olive Branch Airport,"Olive Branch, Mississippi, United States",,
OLX,,Olkiombo Airstrip[1],"Olkiombo, Kenya",,
OLY,KOLY,Olney-Noble Airport,"Olney / Noble, Illinois, United States",,
OLZ,UEMO,Olyokminsk Airport,"Olyokminsk, Yakutia, Russia",,
OMA,KOMA,Eppley Airfield,"Omaha, Nebraska, United States",,
OMB,FOOH,Omboué Hospital Airport[1],"Omboué, Gabon",,
OMC,RPVO,Ormoc Airport,"Ormoc, Philippines",,
OMD,FYOG,Oranjemund Airport[1],"Oranjemund, Namibia",,
OME,PAOM,Nome Airport,"Nome, Alaska, United States",,
OMF,OJMF,King Hussein Air Base,"Mafraq, Jordan",,
OMG,FYOE,Omega Airport[1],"Omega, Namibia",,
OMH,OITR,Urmia Airport[1],"Urmia (Urūmiyeh), Iran",,
OMI,OIAJ,Omidiyeh Air Base,"Omidiyeh, Iran",,
OMJ,RJDU,Ōmura Airport[1],"Nagasaki / Ōmura, Kyushu, Japan",,
OMK,KOMK,Omak Airport,"Omak, Washington, United States",,
OML,,Omkalai Airport[1],"Omkalai, Papua New Guinea",,
OMM,OOMX,Marmul Airport[1],"Marmul, Oman",,
OMO,LQMO,Mostar Airport,"Mostar, Bosnia and Herzegovina",,
OMR,LROD,Oradea International Airport,"Oradea, Romania",,
OMS,UNOO,Omsk Tsentralny Airport,"Omsk, Omsk Oblast, Russia",,
OMY,,Thbeng Meanchey Airport[1] (Preah Vinhear Airport),"Phnom Tbeng Meanchey, Cambodia",,
ONA,KONA,Winona Municipal Airport (Max Conrad Field),"Winona, Minnesota, United States",,
ONB,AYQQ,Ononge Airport[1],"Ononge, Papua New Guinea",,
OND,FYOA,Ondangwa Airport[1],"Ondangwa, Namibia",,
ONE,,Onepusu Airport[1],"Onepusu, Solomon Islands",,
ONG,YMTI,Mornington Island Airport[1],"Mornington Island, Queensland, Australia",,
ONH,,Oneonta Municipal Airport (FAA: N66),"Oneonta, New York, United States",,
ONI,WABD,Moanamani Airport[1],"Moanemani (Moanamani), Indonesia",,
ONJ,RJSR,Odate–Noshiro Airport,"Ōdate / Noshiro, Honshu, Japan",,
ONK,UERO,Olenyok Airport,"Olenyok, Yakutia, Russia",,
ONL,KONL,O'Neill Municipal Airport (John L. Baker Field),"O'Neill, Nebraska, United States",,
ONM,KONM,Socorro Municipal Airport,"Socorro, New Mexico, United States",,
ONO,KONO,Ontario Municipal Airport,"Ontario, Oregon, United States",,
ONP,KONP,Newport Municipal Airport,"Newport, Oregon, United States",,
ONQ,LTAS,Zonguldak Airport,"Zonguldak, Turkey",,
ONR,YMNK,Monkira Airport[1],"Monkira, Queensland, Australia",,
ONS,YOLW,Onslow Airport[1],"Onslow, Western Australia, Australia",,
ONT,KONT,Ontario International Airport,"Ontario, California, United States",,
ONU,NFOL,Ono-i-Lau Airport[1],"Ono-i-Lau, Fiji",,
ONX,MPEJ,Enrique Adolfo Jiménez Airport,"Colón, Panama",,
ONY,KONY,Olney Municipal Airport,"Olney, Texas, United States",,
OOA,KOOA,Oskaloosa Municipal Airport,"Oskaloosa, Iowa, United States",,
OOK,PAOO,Toksook Bay Airport,"Toksook Bay, Alaska, United States",,
OOL,YBCG,Gold Coast Airport (Coolangatta Airport),"Gold Coast, Queensland, Australia",,
OOM,YCOM,Cooma–Snowy Mountains Airport[1],"Cooma, New South Wales, Australia",,
OOR,YMOO,Mooraberree Airport[1],"Mooraberree, Queensland, Australia",,
OOT,NGON,Onotoa Airport[1],"Onotoa, Kiribati",,
OPA,BIKP,Kópasker Airport[1],"Kópasker, Iceland",,
OPB,,Open Bay Airport[1],"Open Bay, Papua New Guinea",,
OPF,KOPF,Miami-Opa Locka Executive Airport,"Miami, Florida, United States",,
OPI,YOEN,Oenpelli Airport[1],"Gunbalanya (Oenpelli), Northern Territory, Australia",,
OPL,KOPL,St. Landry Parish Airport (Ahart Field),"Opelousas, Louisiana, United States",,
OPO,LPPR,Francisco de Sá Carneiro Airport,"Porto, Portugal",,
OPS,SWSI,Presidente João Figueiredo Airport,"Sinop, Mato Grosso, Brazil",,
OPU,AYBM,Balimo Airport[1],"Balimo, Papua New Guinea",,
